緯度	經度	海拔
24.397	121.3077	1898.876609340409
24.39884477991679	121.30812638344149	1899.1294815158471
24.3989	121.3083	1908.8373474569262
24.39924236898166	121.30829328575243	1911.8828662663643
24.399721335508524	121.30786755329879	1921.921469681013
24.40008022006423	121.30753037305159	1924.8718032006793
24.400507102273046	121.30737520441892	1929.4819273660767
24.40131174308535	121.30691619570838	1938.965833455622
24.40221944424623	121.30695325783239	1952.9081076772009
24.403105727900826	121.30716316643682	1955.8474992397753
24.403231485507582	121.30728407402918	1951.6645027262255
24.40400373112469	121.30728324502265	1970.4808781938277
24.40489471314978	121.3074661060129	1982.5931529688232
24.40522	121.30758	1986.9769755718607
24.40528830533728	121.30759782495937	1987.8729221860367
24.405314565403685	121.30741738213845	1981.0523689983845
24.405036110932063	121.30710034700577	2001.0783912942788
24.40412603673316	121.3069349221637	1992.486102984353
24.403665800900875	121.30671156032611	1994.8966342699362
24.40336599867509	121.30638572253064	2003.4939111555814
24.402981892834372	121.30623041432334	2002.523663558667
24.402951083842986	121.3060798907345	2006.1904564937386
24.403	121.306	2006.552280474641
24.403401774351874	121.30621237412107	2013.156613625465
24.40402127777349	121.30569882706713	2031.1887670249894
24.404403642951166	121.30480077895997	2041.87969467586
24.40499063880798	121.3040438334786	2061.2127389747548
24.405531341580964	121.30324171162187	2065.396799690294
24.405875652702722	121.30303825589756	2070.884557815186
24.405870603652474	121.30270717320258	2075.665775699777
24.406024318626834	121.30266495963804	2079.8839135517096
24.406051278841066	121.30309148577169	2083.453688092221
24.40576182772974	121.30321916531803	2082.8462225478797
24.405474014818807	121.30423456508402	2091.8553420125277
24.405196890204234	121.30495139391289	2099.9532798713944
24.405023250738925	121.3050931221786	2098.6146507053472
24.404954935298125	121.3055364495779	2098.5843881525802
24.40514362291724	121.30579751767542	2095.3771494007165
24.405240782116238	121.30522304851874	2108.9204210090675
24.405801343916142	121.30457093736408	2122.9531551306904
24.405960506062193	121.30399551337676	2123.5052974267337
24.406205573765167	121.30368297328762	2126.807794273894
24.40627422482363	121.30361548387049	2126.9265136702516
24.406407486978615	121.3037764336523	2125.2303167450655
24.406196961729503	121.30391914703972	2129.3391667981805
24.40613090536276	121.30466909312503	2136.5021743421057
24.405923736918105	121.3050458311156	2139.347296048427
24.405944505933945	121.30551552867291	2137.6628024848515
24.40603507277274	121.30554344016382	2133.7620081712375
24.406117763087078	121.30541334268804	2142.575216630495
24.40600158333456	121.30528700274144	2144.7023220744554
24.406435353403765	121.30483924078142	2159.3250338019493
24.406818248871364	121.30402304284661	2167.9702475629697
24.407208121730918	121.30380372578442	2174.9491509395643
24.407175307887563	121.30397248097451	2176.3478578935546
24.40686889832977	121.30421965700278	2177.6871352178705
24.40683257185266	121.30501095671129	2187.896279814354
24.406958498631948	121.30558147759918	2184.1650443253884
24.40707730362965	121.30553034009988	2185.0567345947193
24.406927981243623	121.30523284902657	2193.6961787079113
24.40719914827215	121.30477672957245	2204.1878623407297
24.407280288838276	121.30474485370341	2206.7463843654273
24.40721526812724	121.30489885257545	2205.7468380498717
24.407360192603864	121.30500122086954	2208.1116139354926
24.407372927960452	121.30526553081626	2210.323445147201
24.407717009576185	121.30521188641897	2215.327099346863
24.408	121.3045	2229.0707895222936
24.408231687192288	121.30439124660866	2227.7397040147625
24.408985978866987	121.30384583834837	2229.9724448328957
24.409258728808595	121.30364770085055	2230.7785786157383
24.409573665987775	121.30308740501336	2227.100755388321
24.409835472449043	121.30277428290876	2227.932469629952
24.410461888993385	121.30286361361976	2243.214866699409
24.41094900729242	121.3030134598448	2231.933192151449
24.411363642569118	121.30282260992804	2236.4388096113303
24.411669921218987	121.30268149271541	2245.6962680419488
24.412258969633953	121.30265156400458	2241.0766188901193
24.412565765841133	121.30249596687145	2244.1741615512133
24.413164228430425	121.30257476798454	2241.4533606662053
24.413419206975682	121.3025768262378	2249.8450964558965
24.414028	121.302781	2249.8450964558965
