geometry,elevation,latitude,longitude
POINT (121.30729317614299 24.404138234600495),1972.1680193722868,24.404138234600495,121.30729317614299
POINT (121.30755043508618 24.405041518748106),1982.7639409200865,24.405041518748106,121.30755043508618
POINT (121.30751767620936 24.405128644509478),1987.942260751764,24.405128644509478,121.30751767620936
POINT (121.30765190039789 24.40502978233482),1983.2981052442854,24.40502978233482,121.30765190039789
POINT (121.30763446796978 24.405197415735636),1981.147310466318,24.405197415735636,121.30763446796978
POINT (121.30747161604621 24.405251709117138),1983.8174667183787,24.405251709117138,121.30747161604621
POINT (121.30720351694879 24.404990528620385),1993.0822428644055,24.404990528620385,121.30720351694879
POINT (121.30698880623513 24.40427637379819),1991.350600425977,24.40427637379819,121.30698880623513
POINT (121.30701891537973 24.404095375525674),1994.133621513659,24.404095375525674,121.30701891537973
POINT (121.30656673010076 24.403455566675362),1997.2339752125192,24.403455566675362,121.30656673010076
POINT (121.30617334053456 24.402880655854016),1998.0415088067766,24.402880655854016,121.30617334053456
POINT (121.30607967253111 24.40292924065413),1996.861534269589,24.40292924065413,121.30607967253111
POINT (121.3062059637503 24.403374045442725),2008.6906316843379,24.403374045442725,121.3062059637503
POINT (121.30569289103865 24.40392512620781),2026.4583152599319,24.40392512620781,121.30569289103865
POINT (121.3048057990762 24.404341706119457),2039.2196219323278,24.404341706119457,121.3048057990762
POINT (121.30454513695017 24.404423449079605),2044.6244841014186,24.404423449079605,121.30454513695017
POINT (121.30400170721803 24.404873588729135),2058.185761334895,24.404873588729135,121.30400170721803
POINT (121.3032231728924 24.405450415661818),2062.568742390921,24.405450415661818,121.3032231728924
POINT (121.30303017147884 24.4057420564854),2068.018310469737,24.4057420564854,121.30303017147884
POINT (121.30269750906878 24.405757313800322),2080.612319847958,24.405757313800322,121.30269750906878
POINT (121.30270419305965 24.40592711674596),2077.5856763072325,24.40592711674596,121.30270419305965
POINT (121.30295353469295 24.406049203349816),2083.592350610254,24.406049203349816,121.30295353469295
POINT (121.3032554395996 24.40575115587562),2080.537866156179,24.40575115587562,121.3032554395996
POINT (121.30421954282046 24.40548832135287),2088.487676328923,24.40548832135287,121.30421954282046
POINT (121.30508186068123 24.405015506527874),2092.8150615288905,24.405015506527874,121.30508186068123
POINT (121.30543976288979 24.404926873588007),2096.8759491252404,24.404926873588007,121.30543976288979
POINT (121.30576023125647 24.40504967762953),2091.994506632447,24.40504967762953,121.30576023125647
POINT (121.30515101892182 24.405191718992782),2104.9714636307463,24.405191718992782,121.30515101892182
POINT (121.30448894358223 24.405744937323238),2114.005735486643,24.405744937323238,121.30448894358223
POINT (121.30360799658817 24.406179622575614),2117.0213294073587,24.406179622575614,121.30360799658817
POINT (121.30363007214412 24.406346328578486),2119.7786849591016,24.406346328578486,121.30363007214412
POINT (121.3039806349781 24.40616292996562),2128.2083060059254,24.40616292996562,121.3039806349781
POINT (121.3045954910871 24.406127299836196),2135.481911209632,24.406127299836196,121.3045954910871
POINT (121.30500187218472 24.405905908952672),2139.0219741038445,24.405905908952672,121.30500187218472
POINT (121.30550797404652 24.405948413157144),2137.995064605017,24.405948413157144,121.30550797404652
POINT (121.3051420455825 24.40603178009488),2145.1814669227397,24.40603178009488,121.3051420455825
POINT (121.30393840753536 24.406814363967573),2164.103674274656,24.406814363967573,121.30393840753536
POINT (121.30380270780792 24.407131027792417),2170.8971128836656,24.407131027792417,121.30380270780792
POINT (121.30425246902055 24.406802184534953),2173.954477510136,24.406802184534953,121.30425246902055
