latitude,longitude,elevation
24.405194,121.307607,2005.5
24.405143,121.307608,2005.2
24.405104,121.307586,2004.5
24.405033,121.307618,2003.9
24.404959,121.307602,2003.2
24.404723,121.30749,2001.5
24.404388,121.307419,1998.8
24.404258,121.307361,1997.9
24.403917,121.307334,1995.3
24.403795,121.307291,1994.3
24.403528,121.307269,1992.3
24.403121,121.3072,1985.1
24.402744,121.307189,1977.4
24.402497,121.307124,1973.6
24.402175,121.30699,1967.8
24.401948,121.306937,1963.9
24.401885,121.306937,1961.9
24.401808,121.306985,1959.9
24.401718,121.306991,1958.1
24.40131,121.306961,1951.6
24.401183,121.306979,1950.1
24.401079,121.307034,1948.7
24.400971,121.307125,1947.4
24.400531,121.307357,1941.5
24.400447,121.307352,1940.5
24.400384,121.307369,1939.5
24.399935,121.307736,1933.9
24.399663,121.307886,1930.9
24.399457,121.308101,1927.8
24.399156,121.308324,1923.6
24.399099,121.308315,1922.7
24.398782,121.308182,1920.1
24.398514,121.308101,1918.3
24.398296,121.307955,1917.4
24.397925,121.307816,1916.3
24.397662,121.307742,1914.3
24.397537,121.307905,1912.6
24.397487,121.307933,1911.9
24.39714,121.30799,1909.6
24.397081,121.307954,1908.9
24.396891,121.307424,1905.1
24.396892,121.307373,1904.5
24.397185,121.30701,1901.8
24.397209,121.306915,1901.3
24.397307,121.306911,1901.0
24.397334,121.306925,1900.9
24.397523,121.307019,1900.7
